GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GMY001,GBO001,GCL001
"G0600010421800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","421800","421800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"538362","0","Census Tract 4218","S","+37879775","-122279303",,,,60529,957,370300
"G0600010421900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","421900","421900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"852339","0","Census Tract 4219","S","+37878825","-122289987",,,,55000,840,286100
"G0600010422000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","422000","422000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"4386935","18758751","Census Tract 4220","S","+37866910","-122299486",,,,38587,649,275500
"G0600010422100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","422100","422100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"548876","0","Census Tract 4221","S","+37873725","-122296929",,,,39602,689,243900
"G0600010422200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","422200","422200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"676457","0","Census Tract 4222","S","+37872675","-122287821",,,,42885,673,288400
"G0600010422300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","422300","422300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"550261","0","Census Tract 4223","S","+37873875","-122279314",,,,47423,808,323600
"G0600010422400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","422400","422400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"467065","0","Census Tract 4224","S","+37875025","-122270433",,,,31741,768,416400
"G0600010422500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","422500","422500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"469359","0","Census Tract 4225","S","+37877425","-122260133",,,,26908,789,377400
"G0600010422600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","422600","422600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1764149","0","Census Tract 4226","S","+37871427","-122259244",,,,2499,725,225000
"G0600010422700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","422700","422700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"380415","0","Census Tract 4227","S","+37868825","-122250401",,,,25625,788,559800
"G0600010422800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","422800","422800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"415694","0","Census Tract 4228","S","+37866476","-122260479",,,,11019,681,1000001
"G0600010422900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","422900","422900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"540925","0","Census Tract 4229","S","+37867976","-122269443",,,,17257,700,276100
"G0600010423000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","423000","423000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"709386","0","Census Tract 4230","S","+37867426","-122277007",,,,44307,734,295300
"G0600010423100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","423100","423100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"745945","0","Census Tract 4231","S","+37866126","-122286710",,,,37188,659,252600
"G0600010423200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","423200","423200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"460793","0","Census Tract 4232","S","+37864926","-122294072",,,,32219,627,251600
"G0600010423300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","423300","423300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"712101","0","Census Tract 4233","S","+37857976","-122283798",,,,36701,677,217600
"G0600010423400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","423400","423400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"738506","0","Census Tract 4234","S","+37857726","-122277034",,,,37776,690,269000
"G0600010423500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","423500","423500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"618650","0","Census Tract 4235","S","+37858976","-122268958",,,,35154,734,312100
"G0600010423601","2000","CA","4","9","California","06","Alameda","001",,,,,"0","423601","423601",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"519468","0","Census Tract 4236.01","S","+37859326","-122258775",,,,54057,764,402300
"G0600010423602","2000","CA","4","9","California","06","Alameda","001",,,,,"0","423602","423602",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"399066","0","Census Tract 4236.02","S","+37862776","-122260124",,,,19286,738,307100
"G0600010423700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","423700","423700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"804399","0","Census Tract 4237","S","+37861476","-122249378",,,,40660,821,645300
"G0600010423800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","423800","423800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1055276","0","Census Tract 4238","S","+37855226","-122245142",,,,105011,936,620300
"G0600010423901","2000","CA","4","9","California","06","Alameda","001",,,,,"0","423901","423901",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"375382","0","Census Tract 4239.01","S","+37852176","-122268067",,,,46136,668,298500
"G0600010423902","2000","CA","4","9","California","06","Alameda","001",,,,,"0","423902","423902",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"336986","0","Census Tract 4239.02","S","+37854526","-122258142",,,,57083,772,429700
"G0600010424001","2000","CA","4","9","California","06","Alameda","001",,,,,"0","424001","424001",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"494900","0","Census Tract 4240.01","S","+37849726","-122275481",,,,31632,691,268700
"G0600010424002","2000","CA","4","9","California","06","Alameda","001",,,,,"0","424002","424002",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"322839","0","Census Tract 4240.02","S","+37850076","-122282236",,,,35994,728,199200
"G0600010425100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","425100","425100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"3156884","1829152","Census Tract 4251","S","+37835926","-122287253",,,,45359,985,174600
"G0600010426100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","426100","426100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"2953216","0","Census Tract 4261","S","+37821527","-122225469",,,,167106,1853,889800
"G0600010426200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","426200","426200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1418321","0","Census Tract 4262","S","+37824694","-122241067",,,,103627,1733,607700
"G0600010427100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","427100","427100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"982120","192938","Census Tract 4271","S","+37764728","-122230790",,,,80354,907,403600
"G0600010427200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","427200","427200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1351783","634506","Census Tract 4272","S","+37772478","-122248837",,,,41858,859,262400
"G0600010427300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","427300","427300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1961371","827937","Census Tract 4273","S","+37780178","-122269745",,,,52183,795,274400
"G0600010427400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","427400","427400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1835659","214785","Census Tract 4274","S","+37786399","-122286045",,,,45588,945,350000
"G0600010427500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","427500","427500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"6628359","8707404","Census Tract 4275","S","+37784279","-122301242",,,,72321,1726,450000
"G0600010427600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","427600","427600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"586456","0","Census Tract 4276","S","+37777161","-122285451",,,,37585,817,150000
"G0600010427700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","427700","427700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1014041","2860905","Census Tract 4277","S","+37772328","-122284629",,,,54351,1029,287600
"G0600010427800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","427800","427800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"842916","0","Census Tract 4278","S","+37771878","-122269829",,,,49393,812,350000
"G0600010427900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","427900","427900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"886114","0","Census Tract 4279","S","+37770378","-122258813",,,,48993,823,418700
"G0600010428000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","428000","428000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"541588","0","Census Tract 4280","S","+37766928","-122247979",,,,45112,824,245800
"G0600010428100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","428100","428100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"991805","28854","Census Tract 4281","S","+37759428","-122235060",,,,57373,908,350400
"G0600010428200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","428200","428200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1379411","689270","Census Tract 4282","S","+37755461","-122239738",,,,56019,923,313200
"G0600010428301","2000","CA","4","9","California","06","Alameda","001",,,,,"0","428301","428301",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"4357043","5255781","Census Tract 4283.01","S","+37733199","-122240056",,,,75288,1439,293600
"G0600010428302","2000","CA","4","9","California","06","Alameda","001",,,,,"0","428302","428302",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"2196612","608733","Census Tract 4283.02","S","+37743727","-122247780",,,,109259,2001,445800
"G0600010428400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","428400","428400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"820793","3139138","Census Tract 4284","S","+37760278","-122250079",,,,47997,878,254200
"G0600010428500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","428500","428500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"686674","3817941","Census Tract 4285","S","+37761195","-122260803",,,,54963,1125,375200
"G0600010428600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","428600","428600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"897637","4543978","Census Tract 4286","S","+37765478","-122269008",,,,62422,1214,269400
"G0600010430100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","430100","430100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"102401794","4399428","Census Tract 4301","S","+37719846","-122053494",,,,100000,1178,411900
"G0600010430200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","430200","430200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"5225682","0","Census Tract 4302","S","+37714210","-122065230",,,,78709,1308,337100
"G0600010430300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","430300","430300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"2381815","226547","Census Tract 4303","S","+37717729","-122082281",,,,72426,1100,356500
"G0600010430400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","430400","430400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"2366761","561217","Census Tract 4304","S","+37715679","-122097115",,,,90718,1158,339700
"G0600010430500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","430500","430500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"2709820","0","Census Tract 4305","S","+37701097","-122105478",,,,57481,888,249800
"G0600010430600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","430600","430600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"2297153","0","Census Tract 4306","S","+37703297","-122095843",,,,77225,1153,295300
"G0600010430700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","430700","430700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1329466","0","Census Tract 4307","S","+37706430","-122080823",,,,66845,975,281800
"G0600010430800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","430800","430800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1847810","0","Census Tract 4308","S","+37698530","-122063126",,,,53708,1001,247900
"G0600010430900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","430900","430900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1103343","0","Census Tract 4309","S","+37697550","-122079624",,,,45403,911,246500
"G0600010431000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","431000","431000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"923508","0","Census Tract 4310","S","+37691830","-122080923",,,,41750,855,191400
"G0600010431100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","431100","431100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"934659","0","Census Tract 4311","S","+37688530","-122067626",,,,46518,968,225600
"G0600010431200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","431200","431200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"2019653","16593","Census Tract 4312","S","+37686030","-122081640",,,,51781,1122,213400
"G0600010432100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","432100","432100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1054847","0","Census Tract 4321","S","+37734829","-122145596",,,,58629,897,247200
"G0600010432200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","432200","432200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1015930","0","Census Tract 4322","S","+37732362","-122155386",,,,49850,815,275400
"G0600010432300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","432300","432300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1031946","0","Census Tract 4323","S","+37729829","-122165276",,,,49763,731,218200
"G0600010432400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","432400","432400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"6154615","2158598","Census Tract 4324","S","+37710430","-122182059",,,,50729,876,202900
"G0600010432500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","432500","432500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"2178414","0","Census Tract 4325","S","+37719529","-122168276",,,,50804,896,203900
"G0600010432600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","432600","432600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1680858","0","Census Tract 4326","S","+37721929","-122155319",,,,40654,785,185200
"G0600010432700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","432700","432700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"816177","0","Census Tract 4327","S","+37726879","-122141963",,,,66296,849,283200
"G0600010432800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","432800","432800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"3468380","0","Census Tract 4328","S","+37721179","-122129702",,,,71300,909,351600
"G0600010433000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","433000","433000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1294337","0","Census Tract 4330","S","+37714029","-122134273",,,,50902,986,227900
"G0600010433101","2000","CA","4","9","California","06","Alameda","001",,,,,"0","433101","433101",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1753384","0","Census Tract 4331.01","S","+37711980","-122144644",,,,40757,830,194300
"G0600010433102","2000","CA","4","9","California","06","Alameda","001",,,,,"0","433102","433102",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1443331","0","Census Tract 4331.02","S","+37701930","-122131974",,,,52074,959,211900
"G0600010433200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","433200","433200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"3137007","0","Census Tract 4332","S","+37696980","-122141725",,,,50304,936,221700
"G0600010433300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","433300","433300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"2479348","0","Census Tract 4333","S","+37697263","-122155975",,,,53200,1016,230400
"G0600010433400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","433400","433400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"5359867","4137842","Census Tract 4334","S","+37688335","-122164865",,,,64016,1165,243500
"G0600010433500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","433500","433500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1238890","0","Census Tract 4335","S","+37684331","-122154899",,,,61154,1099,236600
